120	600	22.1275	20
120.24	600	22.1275	20
120.48	600	22.1275	20
120.72	600	22.1275	20
120.96	600	22.1275	20
121.2	600	21.0836	21
121.44	600	21.0836	21
121.68	600	21.0836	21
121.92	600	21.0836	21
122.16	600	21.0836	21
122.4	600	21.0836	21
122.64	600	21.0836	21
122.88	600	21.0836	21
123.12	600	21.0836	21
123.36	600	21.0836	21
123.6	600	21.0836	21
123.84	600	21.0836	21
124.08	600	21.0836	21
124.32	600	21.0836	21
124.56	600	21.0836	21
124.8	600	21.0836	21
125.04	600	21.0836	21
125.28	600	21.0836	21
125.52	600	21.0836	21
125.76	600	20.8269	21
126	600	20.8269	21
126.24	600	20.8269	21
126.48	600	20.8269	21
126.72	600	20.8269	21
126.96	600	20.8269	21
127.2	600	20.8269	21
127.44	600	20.8269	21
127.68	600	20.8269	21
127.92	600	20.8269	21
128.16	600	20.8269	21
128.4	600	20.8269	21
128.64	600	20.8269	21
128.88	600	20.8269	21
129.12	600	20.8269	21
129.36	600	20.8269	21
129.6	600	20.8269	21
129.84	600	20.8269	21
130.08	600	20.8269	21
130.32	600	20.8269	21
130.56	600	20.5968	21
130.8	600	20.5968	21
131.04	600	20.5968	21
131.28	600	20.5968	21
131.52	600	20.5968	21
131.76	600	20.5968	21
132	600	20.5968	21
132.24	600	20.5968	21
132.48	600	20.5968	21
132.72	600	20.5968	21
132.96	600	20.5968	21
133.2	600	20.5968	21
133.44	600	20.5968	21
133.68	600	20.5968	21
133.92	600	20.5968	21
134.16	600	20.5968	21
134.4	600	20.5968	21
134.64	600	20.5968	21
134.88	600	20.5968	21
135.12	600	20.5968	21
135.36	600	20.5968	21
135.6	600	20.5968	21
135.84	600	20.3627	21
136.08	600	20.3627	21
136.32	600	20.3627	21
136.56	600	20.3627	21
136.8	600	20.3627	21
137.04	600	20.3627	21
137.28	600	20.3627	21
137.52	600	20.3627	21
137.76	600	20.3627	21
138	600	20.3627	21
138.24	600	20.3627	21
138.48	600	20.3627	21
138.72	600	20.3627	21
138.96	600	20.3627	21
139.2	600	20.3627	21
139.44	600	20.3627	21
139.68	600	20.3627	21
139.92	600	20.3627	21
140.16	600	20.3627	21
